13 5 9
10 5 14
24 18 48
16 8 12
14 25 70
6 15 11
9 5 1
8 9 1
10 2 5
6 2 10
3 11 7
3 6 11
4 12 8
4 7 12
66 13 17
9 8 13
6 10 14
17 76 31
11 15 7
21 13 66
16 12 7
47 68 23
17 8 16
13 8 17
18 5 13
14 5 18
6 19 15
6 14 19
20 16 7
15 20 7
46 13 21
22 67 47
36 81 58
48 69 24
21 66 46
18 13 46
25 49 70
49 18 24
14 70 19
14 18 49
53 29 74
23 68 48
55 78 33
23 18 47
56 79 34
26 71 50
82 83 59
46 67 22
70 69 53
14 49 25
27 72 51
66 67 46
53 74 75
49 24 69
67 68 47
31 76 54
71 72 50
17 31 71
75 74 57
49 69 70
41 16 62
32 77 55
28 73 52
80 79 61
17 81 36
72 73 51
30 53 75
81 82 58
57 34 79
85 84 65
85 45 15
37 82 59
62 16 20
33 78 56
59 83 38
60 84 39
35 57 80
61 84 85
44 20 65
19 85 15
66 50 67
22 18 46
67 51 68
47 18 22
68 52 69
48 18 23
19 30 75
68 69 48
71 54 72
17 71 26
72 55 73
51 73 28
73 56 74
52 74 29
45 65 15
73 74 52
17 36 76
81 16 41
76 77 54
82 63 83
77 78 55
83 64 84
57 79 80
65 20 15
17 16 81
76 58 77
38 83 60
77 59 78
61 39 84
78 60 79
78 79 56
19 35 80
62 20 42
81 62 82
63 20 43
42 20 63
64 20 44
43 20 64
83 84 60
40 61 85
17 26 66
66 26 50
50 27 67
67 27 51
51 28 68
68 28 52
52 29 69
53 69 29
70 53 30
19 70 30
71 31 54
50 72 27
54 32 72
72 32 55
55 33 73
73 33 56
56 34 74
57 74 34
75 57 35
19 75 35
76 36 58
54 77 32
58 37 77
77 37 59
59 38 78
78 38 60
60 39 79
61 79 39
80 61 40
19 80 40
81 41 62
58 82 37
62 42 82
82 42 63
63 43 83
83 43 64
64 44 84
65 84 44
85 65 45
19 40 85
