3 6 15
6 2 14
3 15 7
9 14 5
12 17 13
6 14 10
8 13 1
17 9 13
9 5 13
15 6 10
8 12 13
4 16 8
16 7 11
4 7 16
9 19 44
13 5 1
12 72 27
14 2 5
80 61 81
15 11 7
80 81 57
16 12 8
9 17 42
43 64 19
51 74 29
12 67 22
12 62 17
47 69 24
48 70 25
26 71 10
10 14 21
21 14 9
17 62 42
77 58 78
18 63 43
9 18 43
20 65 45
44 65 20
20 45 9
21 66 10
65 66 45
52 75 30
22 67 46
41 10 81
23 68 47
19 64 44
16 37 12
70 71 49
31 76 10
45 66 21
79 60 80
78 59 79
27 72 50
75 76 53
28 73 51
24 69 48
32 77 54
25 70 49
37 77 12
49 71 26
55 79 34
56 80 35
16 11 37
15 10 41
77 32 12
29 74 52
77 78 54
30 75 53
78 79 55
15 41 11
79 80 56
53 76 31
12 22 62
9 42 18
62 63 42
9 43 19
63 64 43
9 44 20
64 65 44
45 21 9
12 27 67
62 46 63
67 68 46
63 47 64
68 69 47
64 48 65
69 70 48
65 49 66
12 32 72
67 50 68
72 73 50
68 51 69
73 74 51
69 52 70
74 75 52
70 53 71
33 78 55
72 54 73
34 79 56
73 55 74
35 80 57
74 56 75
57 81 36
75 57 76
58 11 38
37 11 58
59 11 39
38 11 59
60 11 40
39 11 60
61 40 11
41 61 11
62 22 46
42 63 18
46 23 63
63 23 47
47 24 64
64 24 48
48 25 65
65 25 49
49 26 66
66 26 10
67 27 50
46 68 23
50 28 68
68 28 51
51 29 69
69 29 52
52 30 70
70 30 53
53 31 71
71 31 10
72 32 54
50 73 28
54 33 73
73 33 55
55 34 74
74 34 56
56 35 75
75 35 57
57 36 76
76 36 10
77 37 58
54 78 33
58 38 78
78 38 59
59 39 79
79 39 60
60 40 80
80 40 61
61 41 81
81 10 36
